# z,  chi (Mpc),  kernels 1-5
5.833332000000000100e-03 2.596064105263594612e+01 6.041448214349193637e-07 6.149319558585026328e-07 6.170362188270016409e-07 6.182861732955855942e-07 6.193425598044809279e-07
7.578370853426713918e-03 3.371271985159066276e+01 5.577826399080823132e-05 7.970401989231947344e-07 8.005943758433313463e-07 8.027060194622711733e-07 8.044905695074847278e-07
9.323409706853427736e-03 4.145840015222234598e+01 5.835117815223227590e-05 9.782902446923407947e-07 9.836746711530390772e-07 9.868736492831379651e-07 9.895771202287859610e-07
1.106844856028013982e-02 4.919758982967710637e+01 6.098775997678006525e-05 1.158675952100417480e-06 1.166271570166186122e-06 1.170784142000289840e-06 1.174597749565987769e-06
1.281348741370685364e-02 5.693032936772694086e+01 6.368810839992502669e-05 1.338193895075288459e-06 1.348382656079438622e-06 1.354435721900744987e-06 1.359551173131119524e-06
1.455852626713356746e-02 6.465659574734836212e+01 6.645224701205057754e-05 1.516839263235893007e-06 1.530004145282400219e-06 1.537825035513689473e-06 1.544434594108174692e-06
1.630356512056027954e-02 7.237636573001232421e+01 6.928013014249744677e-05 1.694607277038075058e-06 1.711132104535928128e-06 1.720948906328559491e-06 1.729245218083066212e-06
1.804860397398699162e-02 8.008968327117092656e+01 7.217164816162902107e-05 1.871494827777173877e-06 1.891764152198386148e-06 1.903805563150781444e-06 1.913981896564797532e-06
1.979364282741370717e-02 8.779646204289943512e+01 7.512661682513952107e-05 2.047495548969379902e-06 2.071895137589845851e-06 2.086390309786655955e-06 2.098640307806646316e-06
2.153868168084041926e-02 9.549680323343822863e+01 7.814479804346079856e-05 2.222607463378105956e-06 2.251524168539317695e-06 2.268702861921796398e-06 2.283220686822493007e-06
2.328372053426713481e-02 1.031905725429318181e+02 8.122587449022109060e-05 2.396823279404226914e-06 2.430644876678618887e-06 2.450737317931355337e-06 2.467717623700300349e-06
2.502875938769384689e-02 1.108779088017611230e+02 8.436948375129506229e-05 2.570142056257928578e-06 2.609257221535561023e-06 2.632494308316234556e-06 2.652132229776541070e-06
2.677379824112055898e-02 1.185586530089164370e+02 8.757518341344892616e-05 2.742556088054011651e-06 2.787354202730655998e-06 2.813967453520492498e-06 2.836458551452866973e-06
2.851883709454727453e-02 1.262329545710501435e+02 9.084249221912210528e-05 2.914064427253366190e-06 2.964936105794640761e-06 2.995157598050313608e-06 3.020697964130857660e-06
3.026387594797398661e-02 1.339006608805264591e+02 9.417085080503170705e-05 3.084659726221068506e-06 3.141996451833859985e-06 3.176058464463025544e-06 3.204844662097228179e-06
3.200891480140070217e-02 1.415618966869312771e+02 9.755966453635651751e-05 3.254340759317829695e-06 3.318534789512396447e-06 3.356670577297245754e-06 3.388899478922251462e-06
3.375395365482741772e-02 1.492165553856492863e+02 1.010082690052266829e-04 3.423100966099418590e-06 3.494545442534441418e-06 3.536988646947369798e-06 3.572857714140407832e-06
3.549899250825412633e-02 1.568646929778091135e+02 1.045159613585777578e-04 3.590937875810933740e-06 3.670026531946274515e-06 3.717011269312306401e-06 3.756718572139527920e-06
3.724403136168083495e-02 1.645062920768376387e+02 1.080819850050945358e-04 3.757846746540656258e-06 3.844974674770983642e-06 3.896735745726543214e-06 3.940479515739609819e-06
