5.833332000000000100e-03 9.518772964715878261e-08 1.110927115437258823e-13 2.205246063663075168e-20 1.672891435197170898e-27 1.509654325373403843e-34 1.755957352635987422e-41 2.614168227787443842e-48 9.121533735303938066e-55 5.975294326028623631e-61 6.251790571632280321e-67
7.578370853426713918e-03 1.245999085519067378e-07 1.563337670561590819e-13 3.264240067336987255e-20 2.565318054633444042e-27 2.369690034856284617e-34 2.798445950161225033e-41 4.205092869614434476e-48 1.474182185214153182e-54 9.670969530367711951e-61 1.010827530644787577e-66
9.323409706853427736e-03 1.627310924949080825e-07 2.195676810890439933e-13 4.823564405401375957e-20 3.927987878348717355e-27 3.714820181705383739e-34 4.454676402595296271e-41 6.757230137732325254e-48 2.380296996742284709e-54 1.563927054974081324e-60 1.633126031506103369e-66
1.106844856028013982e-02 2.120507976796757297e-07 3.077744672536953649e-13 7.115658402531455240e-20 6.005574404894950508e-27 5.815891474412709323e-34 7.082909404452358455e-41 1.084708122887283865e-47 3.839793245590766095e-54 2.526962141921122077e-60 2.636527703004975575e-66
1.281348741370685364e-02 2.756933804705728938e-07 4.305716870507906592e-13 1.047908068239491333e-19 9.168419748893515173e-27 9.093415831516901110e-34 1.124873040555305404e-40 1.739434749854016143e-47 6.188440723767712176e-54 4.079592111983955943e-60 4.253191855027957039e-66
1.455852626713356746e-02 3.576270330945430555e-07 6.011837262041867546e-13 1.540608987999328100e-19 1.397622805055440004e-26 1.419940299109623482e-33 1.784397616456076063e-40 2.786470589778712360e-47 9.964404188543547915e-54 6.580676116023444925e-60 6.855949404950925345e-66
1.630356512056027954e-02 4.628629737138614098e-07 8.377568584869222147e-13 2.261116228577012645e-19 2.127360323898161378e-26 2.214345640971689904e-33 2.827327218847973849e-40 4.459147739865530620e-47 1.602943234501924004e-53 1.060620592454798581e-59 1.104308027815544192e-65
1.804860397398699162e-02 5.977136616057046999e-07 1.165139596507083847e-12 3.312948092557116431e-19 3.233313016294367281e-26 3.448681187364584068e-33 4.474626975897998604e-40 7.128535890161981970e-47 2.576212356381933339e-53 1.707990138628840277e-59 1.777390475664386941e-65
1.979364282741370717e-02 7.701106251439018410e-07 1.617287734242654609e-12 4.845825031756932125e-19 4.906932651173922515e-26 5.364052393145084387e-33 7.073493040252114657e-40 1.138413153285002016e-46 4.136584362313441619e-53 2.748187935128889703e-59 2.858547814709735403e-65
2.153868168084041926e-02 9.899945531131569164e-07 2.240506229429385728e-12 7.075909172513416658e-19 7.435807329659291207e-26 8.332308064873879403e-33 1.116882189761925771e-39 1.816145168447204731e-46 6.635884610406913892e-53 4.418178567422330094e-59 4.593863277904049646e-65
2.328372053426713481e-02 1.269792711932601093e-06 3.097809619471984167e-12 1.031473948892136944e-18 1.125127855492868220e-25 1.292617369191126496e-32 1.761477705867705547e-39 2.894358412421953147e-46 1.063536698322143385e-52 7.097017348972820517e-59 7.377014916300133266e-65
