# z,  chi (Mpc),  kernels 1-10
5.833332000000000100e-03 2.596064105263594612e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.578370853426713918e-03 3.371271985159066276e+01 7.422281383047225358e-11 6.576659283867076021e-17 1.133571196667874744e-23 8.079286647702020077e-31 7.201264734585574259e-38 8.566534038550472571e-45 1.338889832254879435e-51 5.000544141741179898e-58 3.565013978038305032e-64 4.113102252895046872e-70
9.323409706853427736e-03 4.145840015222234598e+01 9.701799994441056810e-11 9.244492009743235190e-17 1.676474217229641016e-23 1.238123663683116585e-30 1.129840444584705276e-37 1.364792003079924183e-44 2.153277727495989289e-51 8.080892723361008588e-58 5.769920121458720397e-64 6.650805266952807574e-70
1.106844856028013982e-02 4.919758982967710637e+01 1.265273507697124560e-10 1.296910336488604188e-16 2.475179019823541302e-23 1.894572217388105976e-30 1.770346765350768551e-37 2.171824468708633164e-44 3.459449198977156911e-51 1.304664244323958532e-57 9.330711699788177822e-64 1.074606830760349406e-69
1.281348741370685364e-02 5.693032936772694086e+01 1.646395691590880699e-10 1.815876089105565100e-16 3.648195357269082152e-23 2.894772767359193643e-30 2.770336201099921889e-37 3.452072603270101162e-44 5.552206178323423640e-51 2.104435082799461362e-57 1.507634810834357271e-63 1.734984540220011178e-69
1.455852626713356746e-02 6.465659574734836212e+01 2.137480907693764117e-10 2.537534639158079117e-16 5.367985716209412634e-23 4.416456843308142937e-30 4.329517834755048608e-37 5.480650012109603488e-44 8.901760977048813557e-51 3.391326907155342948e-57 2.433962887100960544e-63 2.799060347365258942e-69
1.630356512056027954e-02 7.237636573001232421e+01 2.768783549016619689e-10 3.539055844951325430e-16 7.885086675073955473e-23 6.728058019940323687e-30 6.757398324824304963e-37 8.691228526547852600e-44 1.425732294491088920e-50 5.460106617329825991e-57 3.926161413873919190e-63 4.512316431736080944e-69
1.804860397398699162e-02 8.008968327117092656e+01 3.578450841355540577e-10 4.926207418265595724e-16 1.156281359394474945e-22 1.023438456262405579e-29 1.053300922648928225e-36 1.376661731824708532e-43 2.281139130067995964e-50 8.782738408825654902e-57 6.327887696196761696e-63 7.268712227725870406e-69
1.979364282741370717e-02 8.779646204289943512e+01 4.614460396864584637e-10 6.843652661669998814e-16 1.692709986987748244e-22 1.554497446508416401e-29 1.639677217354459395e-36 2.178062153837063032e-43 3.646005113236308085e-50 1.411419486339475044e-56 1.019027178628010778e-62 1.170000432265279558e-68
2.153868168084041926e-02 9.549680323343822863e+01 5.937002040936606951e-10 9.488846209204033674e-16 2.473794744381148652e-22 2.357624463855524044e-29 2.549160938509590104e-36 3.441995428197058141e-43 5.821494794758240685e-50 2.266102939927770558e-56 1.639642582051455696e-62 1.881850904757239271e-68
